emoticon_code,description
(ง´U`)งヽ(T ʖ̯T)ﾉ,trận đánh
(ง´U`)งヽ(o ʖ̯o)ﾉ,trận đánh
(ง´_:`)งヽ(o ʖ̯o)ﾉ,trận đánh
(ง´_`)งヽ(o ʖ̯o)ﾉ,trận đánh
(ง´oᎲo)ง,koala
(ง´oᎲo`)ง,koala
(ง´༎ຶ▾´༎ຶ)ง,trận đánh
(ง´༎ຶ◡´༎ຶ)ง,trận đánh
(ง´Ꮂ`)ง,koala
(ง´Ꮂ`)งヽ(T ʖ̯T)ﾉ,koala
(ง´ᴥ`)ง(ꔸᴥꔸ),chó
(ง´ᴥ`)งᕦ(ꔸᴥꔸ)ᕥ,chó
(ง´•  ³ •`)ง,trận đánh
(งòUó)ง,trận đánh
(งò∀ó)ง,trận đánh
(งò∀ó)ง ᕦ(óಎò)ᕥ,uốn cong
(งȍ.ȍ)ง,trận đánh
(งȍ_ȍ)ง,trận đánh
(งȍvȍ)ง,trận đánh
(งȍДȍ)ง,trận đánh
(งʘ.ʘ)ง,trận đánh
(งʘ⏠ʘ)ง,trận đánh
(งʘ▾ʘ)ง,trận đánh
(ง܍ᗝ܍)ง,trận đánh
(ง૦.૦)ง,trận đánh
(ง૦ઁ ͜ʖ૦ઁ)ง,trận đánh
(ง૦ઁ⏠૦ઁ)ง,trận đánh
(ง૦⏠૦)ง,trận đánh
(งಠ _ ಠ)ง,trận đánh
(งಠ ³ಠ)ง,trận đánh
(งಠ ل͜ ಠ)ง,trận đánh
(งಠ_ ಠ)ง,trận đánh
(งಠ_ಠ)ง,trận đánh
(งಠ_ಠ)ง　σ( •̀ ω •́ σ),trận đánh
(งಠДಠ)ง,trận đánh
(งಠل͜ಠ)ง,trận đánh
(งಠᴥಠ)ง,con gấu
(ง๏ ͟ʖ๏)ง,trận đánh
(ง๏ ͟ʖ๏)ง:,trận đánh
(งཀᗜཀ)ง,trận đánh
(งᓀ‸ᓂ)ง,trận đánh
(งᗒᴥᗕ)ง,chó
(งᚖل͜ᚖ)ง,trận đánh
(ง’̀ - ‘́)ง,trận đánh
(ง’̀-‘́)ง,trận đánh
(ง•o•)ง,trận đánh
(ง•̀o•́)ง,trận đánh
(ง•ᗝ•)ง,trận đánh
(ง•ᗝ•)ง\(  ͯ ͟ل͜  ͯ)/,trận đánh
(ง•⍘•)ง,trận đánh
"(ง⇀,↼)ง",trận đánh
"(ง⇀,↼)งᑴ  ͯ▾  ͯᑷ",con gấu
(ง⇀-↼)ง,trận đánh
(ง⇀U↼)ง,trận đánh
(ง⇀~↼)ง,trận đánh
(ง⇀Ѡ↼)ง,trận đánh
(ง⇀‸↼)ง,trận đánh
(ง⊜ω⊜)ง,trận đánh
(ง⌐■_■)ง,trận đánh
(ง⌐■⍘■)ง,trận đánh
(ง⌐□ ل͜□),kính
(ง⌐□ل͜ □)ง,kính
(ง⌐□ل͜□ )ง,kính
(ง⌐□ل͜□),kính
(ง⌐□ل͜□)ง,kính
(ง⍜.⍜)ง,trận đánh
(ง⍜U⍜)ง,trận đánh
(ง⍜u⍜)ง,trận đánh
(ง⍜v⍜)ง,trận đánh
(ง⍜ᴥ⍜)ง,koala
(ง⍜‸⍜)ง,trận đánh
(ง⍜▾⍜)ง,trận đánh
"(ง⍜▾⍜)ง(✧,✧)╭∩╮",ngón giữa
(ง⍜ヮ⍜)ง,trận đánh
(ง⏓ω⏓)ง,trận đánh
(ง⏓ಎ⏓)ง,trận đánh
(ง⏓෴⏓)ง,ria
(ง⏓Ꮂ⏓)ง,koala
(ง─ѽ─)ง,trận đánh
(ง╥ - ╥)ง,trận đánh
(ง╹×╹) ง,trận đánh
(ง■ᴥ■)ง,trận đánh
(ง▰ ³▰)ง,kính
(ง▰Ꮂ▰)ง,koala
(ง▰‿▰)ง,kính
(ง◉ ͜ʖ◉)ง,trận đánh
(ง◉ ͜◉)ง,trận đánh
(ง◍ω◎)ง,trận đánh
(ง◔ᴥ◔)ง,chó
(ง◕ل͜◕)ง,trận đánh
(ง◥▶ ʖ̯◀◤)ง,kính
(ง◥▶⏠◀◤)ง,kính
(ง☉Д☉)ง,trận đánh
(ง☉ഌ☉)ง,con lợn
(ง☉ᴥ☉)ง,trận đánh
(ง☯人☯)ง,trận đánh
(ง♥ . ♥)ง,trái tim
(ง♥ ε ♥)ง,trái tim
(ง⚆.⚆)ง(`･ヘ´･ ),trận đánh
(ง⚆U⚆)ง,trận đánh
(ง⚆∀⚆)ง,trận đánh
(ง⚆∀⚆)ง ᕙ(■Д■)ᕗ,uốn cong
(ง⚆∀⚆)ง(`･ヘ´･ ),trận đánh
(ง⚆∀⚆)ง(๑\\U\\๑),đỏ mặt
(ง⚆人⚆)ง,trận đánh
(ง⚆人⚆)งლ(¬෴¬ლ),ria
(ง❍.❍)ง,trận đánh
(ง❍.❍)งᕦ(-╭╮ ͝-\)ᕥ,uốn cong
(ง❍_❍)ง,trận đánh
(ง❍෴❍)ง,ria
(ง❍Ꮂ❍)ง,koala
(ง⨱∀⨱)งლ(■ ͜ʖ■ლ),trận đánh
(ง⨱ツ⨱)ง,zombie
(ง⨶ ͟ʖ⨶)ง,trận đánh
(ง⩹v⩺)ง,trận đánh
(ง⩹ѽ⩺)ง,trận đánh
(ง⩹ѽ⩺)ง(TヘTO),trận đánh
(ง⩺ل͜⩹)ง,trận đánh
(ง⩺ل⩹)ง,trận đánh
(ง⩺ᗝ⩹)ง,trận đánh
(ง⩺ᴥ⩹)ง,koala
(ง⩺⍊⩹)ง,trận đánh
(ง⩺▾⩹)ง,trận đánh
"(ง⩾,⩽)ง",trận đánh
(ง⩾.⩽)ง,trận đánh
(ง⩾Д⩽)ง,trận đánh
(ง⩿ ͟ل͜⪀)ง,trận đánh
(ง⩿ ͟ل͜⪀)ง(ಠĹ̯ಠ),trận đánh
(ง⩿ ͟ل⪀)ง,trận đánh
(ง⩿ ͟⪀)ง,trận đánh
"(ง⩿,⪀)ง",trận đánh
(ง⩿- ͟⪀)ง,trận đánh
(ง⩿-⪀)ง,trận đánh
(ง⩿U⪀)ง,trận đánh
(ง⩿Ꮂ⪀)ง,koala
(ง⪦o⪧)งᕙ(ò.ó)ᕗ,uốn cong
(ง⪦o⪧)งᕙ(ò_ó)ᕗ,uốn cong
(ง⪦o⪧)งᕙ(òwó)ᕗ,uốn cong
(ง⪧ ͟ل͜⪦)ง,trận đánh
(ง⪧.⪦)ง,trận đánh
(ง⪧U⪦)ง,trận đánh
(ง⪧U⪦)ง└[-Ꮂ-]┘,koala
(ง⪧_⪦)ง,trận đánh
(ง⪧o⪦)ง,trận đánh
(ง⪧u⪦)ง,trận đánh
(ง⪧ഌ⪦)ง,con lợn
(ง⪧⏠⪦)ง,trận đánh
(ง⪧◡⪦)ง,trận đánh
(ง⪨ ͟ل͜⪩)ง,trận đánh
(ง⪩ ͜⪨)ง,trận đánh
(ง⪩ ͜つ⪨)ง,trận đánh
(ง⪩ ⪨)ง,trận đánh
(ง⪩U⪨)ง,trận đánh
(ง⪩U⪨)งლ(⪨.⪩ლ),trận đánh
(ง⪩u⪨)ง,trận đánh
(ง⪰ ͜ʖ⪯)ง,trận đánh
(ง⪰.⪯)ง,trận đánh
(ง⪰.⪯)งヽ( ﾟ~ ﾟ)ﾉ,trận đánh
(ง⪰ل͜⪯)ง,trận đánh
(ง⪰ᴥ⪯)ง,koala
(ง⪰‿‿⪯)ง,trận đánh
(ง⫑!⫒)ง,trận đánh
(ง⫑ᗜ⫒)ง,trận đánh
(งⴲ ͜つⴲ)ง,trận đánh
(งⴲ‿ⴲ)ง,robot
(ง・ u・)ง,trận đánh
(ง・ ³・)ง,trận đánh
(ง・U・)ง,trận đánh
(ง・u・)ง,trận đánh
(ง・v・)ง,trận đánh
(ง・v・)ง ( ͡ಥ ل͜ ͡ಥ),trận đánh
(งꔸᗜꔸ)ง,trận đánh
(งꗞĹ̯ꗞ)ง,trận đánh
(ง꘠o꘠)ง,trận đánh
(ง꘠ᴥ꘠)ง,trận đánh
(ง꘠∀꘠)ง,trận đánh
(ง꘠∀꘠)งᕦ(` ³`)ᕥ,uốn cong
(ง꘠人꘠)ง,trận đánh
(ง︡'-'︠)ง,trận đánh
(ง￢ ‿‿￢ )ง,trận đánh
(ง￢ ‿￢ )ง,trận đánh
(ง￣!￣)ง,trận đánh
(ง￣෴￣)ง,ria
(ง👁️╭╮👁️)ง,trận đánh
(ฺ ◣д◢ )ฺ,sự tức giận
(ฺ◣д◢)ฺ,sự tức giận
(๏ ᆺ๏υ),con thỏ
(๏̯͡๏,buồn
(๏д๏),ngạc nhiên
(๏ᆺ๏υ ),con thỏ
(๏ᆺ๏υ),con thỏ
(๏ᗜ๏ ),mỉm cười
(๏ᴗ๏),mỉm cười
(๏ᴥ๏)╭☞,chỉ
(๏ᴥ๏)✺◟(•U•)◞✺,chó
(๏ᴥ๏υ),chó
(๏∀๏  )ﾉ,mỉm cười
(๏∀๏ ),mỉm cười
(๏∀๏ )ﾉ,mỉm cười
(๏∀๏),mỉm cười
(๏▾๏)━☆ﾟ.*･｡ﾟ,đũa
(๏◡๏)♡⊹:.;°,trái tim
(๏㉨๏),con gấu
(๏益๏),sự tức giận
(๐॔˃̶ᗜ˂̶๐॓,mỉm cười
(๐॔˃̶ᗜ˂̶๐॓),mỉm cười
(๑  ❛3❛)•́ ∀ •̀๑),đỏ mặt
(๑  ꈍ ∀ ꈍ)ヽ(･ˇ∀ˇ･ゞ✿)♫,hoa
(๑ 0ヮ0）☆ﾟ.*･｡ﾟ,lấp lánh
(๑ > ᴗ < ๑),đỏ mặt
(๑ > ᴗ <๑),đỏ mặt
(๑ > ᴗ✧),đỏ mặt
(๑ >ᴗ< ๑),đỏ mặt
(๑ oU(❛ㅅ❛U),con thỏ
(๑ o̴̶̷̥᷅﹏o̴̶̷̥᷅๑)ᵒᵐᵍᵎᵎᵎ,đỏ mặt
(๑ oヮo）☆ﾟ.*･｡ﾟ,lấp lánh
(๑ °o°๑),đỏ mặt
(๑ °艸°๑),đỏ mặt
(๑ ´•ω • `๑),đỏ mặt
(๑ ´ㅂ`๑),đỏ mặt
(๑ ÒωÓ๑),đỏ mặt
(๑ Ő д Ő๑),đỏ mặt
(๑ ˃́ ꇴ˂̀๑),đỏ mặt
(๑ ˃̵ ᴗ ˂̵)و,đỏ mặt
(๑ ˃̵͈́∀˂̵͈̀ )ʊʊ,đỏ mặt
(๑ ˃̵ᴗ ˂̵)و,mỉm cười
(๑ ˃̵ᴗ˂̵ )و,mỉm cười
(๑ ˃̵ᴗ˂̵)و,đỏ mặt
(๑ ˃̶͈̀ロ˂̶͈́)੭ु⁾⁾,đỏ mặt
(๑ ˆ ³ (ŐωŐ人),hôn
(๑ ˆ ³ (ŐωŐ人)(˘//ε//˘ ),đỏ mặt
(๑ ˊ͈  ᐞ ˋ͈ )ƅ̋,đỏ mặt
(๑ ˊ͈ ᐞ ˋ͈ )ƅ̋,đỏ mặt
(๑ ˘ З (˃́‿˂̀🌸),hoa
(๑ ˘ З (˃́◡˂̀🌸),hoa
(๑ ˘ З (•́ ◡ •̀🌸),hoa
(๑ ˘ З(˘▽˘✿)۶,hoa
(๑ ˘ З(❛U❛✿),hoa
(๑ ˘ З(❛o❛✿),hoa
(๑ ˘ З(❛∀❛✿),hoa
(๑ ˘//З(❛o❛✿),hoa
(๑ ˘З(❛o❛✿),hoa
(๑ ˘∀˘(˘ω˘人),mỉm cười
(๑ ˘∀˘(˘∀˘ ❀),hoa
(๑ ˘∀˘(˘∀˘ ❀)❤,hoa
(๑ ˘∀˘(˘◡˘ ❀)❤,hoa
(๑ ˘∀˘(˘◡˘❀)❤,hoa
(๑ ˘◡˘(˘◡˘❀)❤,hoa
(๑ ؔؖؕ◉͠ ◡͐ ◉ؕؔؕؖ͠)ノ,salute_wave
(๑ ᴖ 3 ᴖ)(ᴖᵕᴖ✿),hoa
(๑ ᴖ 3 ᴖ)(≧.≦✿),hoa
(๑ ᴖ 3 ᴖ)(≧ᵕ≦✿),hoa
(๑ ᴖ 3 ᴖ)(❛.❛✿),hoa
(๑ ᴖ 3 ᴖ)(❛U❛✿),hoa
(๑ ᴖ ᴈ ᴖ)(-ε-❁),hoa
(๑ ᴖ ᴈ ᴖ)(˘U˘)♡,trái tim
(๑ ᴖ ᴈ ᴖ)(˘ε˘)♡,trái tim
(๑ ᴖ ᴈ ᴖ)(˘ᗜ˘●),hôn
(๑ ᴖ ᴈ ᴖ)(ᴖ◡ᴖ),hôn
(๑ ᴖ ᴈ ᴖ)(≧.≦✿),hoa
(๑ ᴖ ᴈ ᴖ)(≧U≦✿),hoa
(๑ ᴖ ᴈ ᴖ)(◍✧◡✧),hôn
(๑ ᴖ ᴈ ᴖ)(✧◡✧),hôn
(๑ ᴖ ᴈ ᴖ)(゜∇゜ヽ)🌙*✲⋆,mỉm cười
(๑ ᴖ ᴈ ᴖ).*♡,trái tim
(๑ ᴖ ᴈ ᴖ).o¨*,hôn
(๑ ᴖ ᴈ ᴖ)ˆUˆ ๑),đỏ mặt
(๑ ᴖ ᴈ ᴖ)☆♥,trái tim
(๑ ᴖ ᴈ ᴖ)♡,trái tim
(๑ ᴖ ᴈ ᴖ)♡(•ε•❀),hoa
(๑ ᴖ ᴈ ᴖ)♡(•ᴥ•U),chó
(๑ ᴖ ᴈ ᴖ)♡♥(꒡ᵋ꒡),trái tim
(๑ ᴖ ᴈ ᴖ)♥,trái tim
(๑ ᴖ ᴈ ᴖ)♥(Uᴖ⋏ᴖU),con thỏ
(๑ ᴖ ᴈ ᴖ)♥(ˆUˆ ๑),đỏ mặt
(๑ ᴖ ᴈ ᴖ)♥(ᴖ◡ᴖ),trái tim
(๑ ᴖ ᴈ ᴖ)♥(꒡ᵋ꒡),trái tim
(๑ ᴖ ᴈ ᴖ)♥⋆,trái tim
(๑ ᴖ ᴈ ᴖ)❤(•ᴗ•◍ ),trái tim
(๑ ᴖ ᵕ ᴖ)(ᴖᵕᴖ✿),hoa
(๑ ᴖ ᵕᴖ)(ᴖᵕᴖ✿),hoa
(๑ ᴖᴈᴖ)(ᴖωᴖ),hôn
(๑ ᴖᴈᴖ)(ᴖωᴖ๑),đỏ mặt
(๑ ᵔ▽ᵔ)b,ngón tay cái_up
(๑ ᵕᗜᵕ),mỉm cười
(๑ Ỡ ◡͐ Ỡ๑)ﾉ♡,đỏ mặt
(๑ • З (≧U≦✿)♥,hoa
(๑ • З (≧◡≦✿),hoa
(๑ • З (≧◡≦✿)♥,hoa
(๑ • З (◐‿◐✿)♥,hoa
(๑ • З (◐◡◐✿)♥,hoa
(๑ •́ 3 •̀ )(o◡o❁),hoa
(๑ •́ 3 •̀ )(≧ε≦❁),hoa
(๑ •́ ω •̀๑),đỏ mặt
(๑ •́ ₃ •̀๑),đỏ mặt
(๑ •̆૩•̆)♡,trái tim
(๑ •ω•)(ᵒωᵒ🌸),hoa
(๑ › ₃ ू‹)₋₃ ৴ડેং੭♪,âm nhạc
(๑ › ₃ ू‹)₋₃ ♪,âm nhạc
(๑ ⁍̥̥̥᷅ ᴈ⁍̥̥̥᷅)人( ⁌̥̥̥᷄ε ⁌̥̥̥᷄ ๑)ｰ,đỏ mặt
(๑ ⁍̥̥̥᷅ ᴈ⁍̥̥̥᷅)人(⁌̥̥̥᷄ε ⁌̥̥̥᷄ ๑)ｰ,đỏ mặt
(๑ ⁍̥̥̥᷅ ᴈ⁍̥̥̥᷅)人(⁌̥̥̥᷄ε ⁌̥̥̥᷄๑)ｰ,đỏ mặt
(๑ ≧ З (≧◡≦✿),hoa
(๑ ≧▽≦),hào hứng
(๑ ≧▽≦)( -(ｴ)-),con gấu
(๑ ≧▽≦)( o(ｴ)o),con gấu
(๑ ≧▽≦)(≧ ω ≦),hào hứng
(๑ ⓛ ω ⓛ ๑),con mèo
(๑ ╹ᗜ╹),mỉm cười
(๑ ◕ω◕)ʕ๑•́ ᴥ •̀๑ʔ,con gấu
(๑ ◕ᗜ◕),mỉm cười
(๑ ◕ㅂ▰),nháy mắt
(๑ ◕︵◕๑),đỏ mặt
(๑ ★ .̫ ★ ๑),đỏ mặt
(๑ ♡3♡ ๑),đỏ mặt
(๑ ♡3♡๑),đỏ mặt
(๑ ♡⌓♡ ๑),đỏ mặt
(๑ ♥ З (≧◡≦✿),hoa
(๑ ✧ᴗ✧),đỏ mặt
(๑ ✧∀✧),hào hứng
(๑ ✧∀✧)(^ε ^○),hôn
(๑ ❛3❛(❛.❛๑),đỏ mặt
(๑ ❛3❛(❛U❛๑),đỏ mặt
(๑ ❛³❛(❛U❛๑),đỏ mặt
(๑ ❛³❛(❛∇❛๑),đỏ mặt
(๑ ⪰ヮ0）☆ﾟ.*･｡ﾟ,lấp lánh
(๑ ⪰ヮ⪯）,hào hứng
(๑ ⪰ヮ⪯）☆ﾟ.*･｡ﾟ,lấp lánh
(๑ ꒪̇ꌂ̇꒪̇๑),đỏ mặt
(๑ ＾ ³＾),hôn
(๑ ＾ ³＾)(♡∀♡🌸),hoa
(๑ ･ ᴗ ･),mỉm cười
(๑ ･ ᴗ ･)♥,trái tim
(๑ ･ ᴗ ･)♥♡,trái tim
(๑ ･ ᴗ ･)♥♡(^≗ω≗^),con mèo
(๑ ･ ᴗ ･)っ(^≗ω≗^),con mèo
(๑ ･ ᴗ ･)っ♡(^≗ω≗^),con mèo
(๑ ･ ᴗ ･)っ♥♡(^≗ω≗^),con mèo
(๑ ･ ◡ ･),mỉm cười
(๑ ･ิ З (˃́‿˂̀🌸),hoa
(๑ ･ิ З (≧U≦✿)♥,hoa
(๑ ･ิ З (･ิU･ิ✿)♥,hoa
(๑ ･ิ З (･ิᗜ･ิ✿),hoa
(๑ ･ิ З (･ิᗜ･ิ✿)♥,hoa
(๑ ･ิ З (･ิᗜ･ิ🌸),hoa
(๑ ￫ܫ￩),đỏ mặt
(๑ ￫‿￩ ๑),đỏ mặt
(๑ ￫‿￩๑),đỏ mặt
(๑*ᗜ*),mỉm cười
(๑*ᗜ*) ϞϞ( ๑⚈ ․̫ ⚈๑),đỏ mặt
(๑*ᗜ*)☆,mỉm cười
(๑*◡*),mỉm cười
(๑*◡*๑) ٩(❛ัᴗ❛ั⁎)ೄ,đỏ mặt
(๑*◡*๑)٩(❛ัᴗ❛ั⁎)ೄ,đỏ mặt
(๑-.-)U(•×•`)U,con thỏ
(๑-U-)U(•×•`)U,con thỏ
(๑-З(❛o❛✿),hoa
(๑-﹏-๑),đỏ mặt
(๑//ω//๑),đỏ mặt
(๑//ω\\๑),đỏ mặt
(๑//▽//๑),đỏ mặt
(๑0 3(≧∀≦✿),hoa
(๑0 3(❛ᵕ❛๑),đỏ mặt
(๑03(oᴥoU),chó
(๑0U0)/,salute_wave
(๑0ᆺ0),con thỏ
(๑0ᴈᴖ)/,salute_wave
(๑0ᴗ0)/,salute_wave
(๑0◡0),mỉm cười
(๑> 3(˵•́ x •̀˵U),con thỏ
(๑> 3(❛ㅅ❛U),con thỏ
(๑> 3/ (ㅇㅅㅇ✿)＼,con thỏ
(๑> ³(❛ㅅ❛U),con thỏ
(๑> ᴗ <๑),đỏ mặt
(๑>ω<๑),đỏ mặt
(๑>ᗜºั),nháy mắt
(๑>ᴈ<)(o◡o✿),hoa
(๑>ᴈo)(o◡o✿),hoa
(๑>ᴈo)(•◡•✿),hoa
(๑>ᴈᴖ)(o◡o✿),hoa
(๑>ᴗ<๑),đỏ mặt
(๑>ᴗ<๑)(●ε●❀),hoa
(๑>ᴗ<๑)ฅ(╹㉨╹ﾐ),con mèo
(๑>ᴗ<๑)❤,đỏ mặt
(๑>▽(˘ε˘✿),hoa
(๑>◡<๑),đỏ mặt
(๑>◡╹),đỏ mặt
(๑>◡╹)(๑>◡╹),đỏ mặt
(๑>◡╹)(๑>◡╹)* ♡* ( ˘ε˘  ),đỏ mặt
(๑>◡╹)▄︻┻┳═,súng
(๑O3(oᴥoU),chó
(๑OwO),dơi_vampires
(๑O∀O),mỉm cười
(๑O∇O),mỉm cười
(๑U 3(≧∀≦✿),hoa
(๑\\ω\\๑),đỏ mặt
(๑\\∇\\๑),đỏ mặt
(๑^ ꇴ^),mỉm cười
(๑^3^)(^ε^๑),đỏ mặt
(๑^o^),ngạc nhiên
(๑^o^)┌iii┐,sinh nhật
(๑^w^๑),đỏ mặt
(๑^ω^)❤ε❤๑),đỏ mặt
(๑^ᗜ^),mỉm cười
(๑^ᗜ^)(🌸ꈍ З 📱❤  ✨♡♡♡📱(◕‿◕✰),hoa
(๑^ᗜ^)┌iii┐,sinh nhật
(๑^ᗜ^)┌iii┐٩(º▽º๑)۶(º▽º๑)۶(º▽º๑)۶,sinh nhật
(๑^₃^)(^ε^๑),đỏ mặt
(๑^₃^)^ε^),hôn
(๑^₃^)^ε^๑),đỏ mặt
(๑^◡^)❤ε❤๑),đỏ mặt
(๑^人^)(╹////╹๑)❤️,đỏ mặt
(๑^人^)❤️,trái tim
(๑^ꇴ^)۶●,mỉm cười
(๑`ω`)/,salute_wave
(๑`ω`)/*✲ﾟ*,lấp lánh
(๑o 3(≧∀≦✿),hoa
(๑o 3(❛ᵕ❛๑),đỏ mặt
(๑o.o)(ᴗ_ ᴗ❀),hoa
(๑o.o)(ᴗ_ ᴗ。),buồn
(๑o.o)(ᴗ_ᴗ❀),hoa
(๑o.o)cʕ•ᴥ•cʔ,con gấu
(๑o3o(˘ε˘˶),đỏ mặt
(๑o3o)(●ᴥ●U),chó
(๑o3ᵕ)(●ᴥ●U),chó
(๑oUo)(•́////•̀●)Lᵒᵛᵉᵧₒᵤ,đỏ mặt
(๑o_o)╦╤─,súng
(๑ouo)(•́ ں •̀๑✿),hoa
(๑ouo)(•́ ں •̀✿),hoa
(๑o̴̶̷̥᷅﹏o̴̶̷̥᷅๑ ) ᵒᵐᵍᵎᵎᵎ,đỏ mặt
(๑o̴̶̷̥᷅﹏o̴̶̷̥᷅๑) ᵒᵐᵍᵎᵎᵎ,đỏ mặt
(๑o̴̶̷̥᷅﹏o̴̶̷̥᷅๑)ᵒᵐᵍᵎᵎᵎ,đỏ mặt
(๑o̴̶̷̥᷅﹏o̴̶̷̥᷅๑)꒳ᵒ꒳ᵎᵎᵎ,đỏ mặt
(๑oωo),đỏ mặt
(๑oωo)(ꈍꇴꈍ🌸),hoa
(๑oωo)d(๑ゝᵕ•̤̀),đỏ mặt
(๑o๑ )♡(★0★˶)♡,đỏ mặt
(๑oᗜo),mỉm cười
(๑oᴗ0)/,salute_wave
(๑oᴗo(˘ε˘˶),đỏ mặt
(๑oᴗo)/,salute_wave
(๑oᵕo)╦╤─,súng
(๑oᵕo)╦╤─(҂×▵×),súng
(๑oᵕo)╦╤─⌐(×▵×⌐҂),súng
(๑o∇o(-ε-❁)♡*✲ﾟ*,hoa
(๑o∇o(≧ε≦❁)♡*✲ﾟ*,hoa
(๑o∇o）(❛ω❛◍),mỉm cười
(๑o∇o）(❛ω❛◍)♡*✲ﾟ*,trái tim
(๑o∇o）♡*✲ﾟ*,trái tim
(๑o▼o),chim
(๑o▽o)(^∀^˶ ),đỏ mặt
(๑o▽o)(≧v≦●),hào hứng
(๑oヮo)(^∀^˶ ),đỏ mặt
(๑oヮo๑)八(๑o▽o๑),đỏ mặt
(๑oﻌo)━★,chó
(๑u 3(≧U≦✿),hoa
(๑u 3(≧◡≦✿),hoa
(๑u ³(≧◡≦✿),hoa
(๑uᗜu),mỉm cười
(๑y 3(≧∀≦✿),hoa
(๑¯ ³¯)♡,trái tim
(๑¯ิ̑﹃ ¯ิ̑๑),đỏ mặt
(๑° ⌓°๑),đỏ mặt
(๑°3°)(^ε^○),hôn
(๑°3°)(°ε^○),hôn
(๑°o°๑),đỏ mặt
(๑°̧̧̧ㅿ°̧̧̧๑),đỏ mặt
(๑°ω°)(°㉨°ﾐ)∫,con mèo
(๑°ω°)(ȏ㉨ȏﾐ)∫,con mèo
(๑°౪°๑),đỏ mặt
(๑°ᗜ°)(°ᗜ°๑),đỏ mặt
(๑°ᗜ°)(●ᗜ●๑),đỏ mặt
(๑°ᴗ°),mỉm cười
(๑°ᴗ°) (°ᴗ°๑),đỏ mặt
(๑°ᴗ°) (°▽°๑),đỏ mặt
(๑°ᴗ°)(°㉨°ﾐ)∫,con mèo
(๑°ᴗ°)¸.•♥•.¸,trái tim
(๑°∀°)♥,trái tim
(๑°⌓°๑),đỏ mặt
(๑°⌓°๑)ヽ(´∀`｡)ﾉﾟ🍺ヽ(*´∀`)ﾉﾟ,đỏ mặt
(๑°▽°) (°▽°๑),đỏ mặt
(๑°▽°)( •ө• ),chim
(๑°▽°)(ˆ▿ˆ❁),hoa
(๑°▽°)(ˆꇴˆ❁),hoa
(๑°▽°)(•́∀•̀❀),hoa
(๑°▽°)(≧U≦●),mỉm cười
(๑°▽°)(●ᴥ●U),mỉm cười
(๑°▽°)(◕ᴗ◕✿),hoa
(๑°▽°)ʕ¯ᴥ¯✿ʔ,con gấu
(๑°▽°)★*✲ﾟ*✧(◕ヮ◕✿),hoa
(๑°▽°)❁,hoa
(๑°▽°)🍐,đồ ăn
(๑°◡°)(°◡°๑),đỏ mặt
(๑°◡ु),mỉm cười
(๑°ヮ°) (•́ ㅅ •̀U),con thỏ
(๑°ヮ°) (•́ ㅅ •̀˵U),con thỏ
(๑°艸°๑),đỏ mặt
(๑°ꇴ°)(ˇᴥˇ७),chó
(๑°ꇴ°)(ˇᴥˇ▾),chó
(๑°꒵°)(°꒵°๑),đỏ mặt
(๑°꒵°)(´●◡●｀),mỉm cười
(๑°꒵°)(˘ᆽ˘｡)♡,con mèo
(๑°꒵°)(●ᗜ●  ),mỉm cười
(๑°꒵°)(●◡●  ),mỉm cười
(๑°꒵°๑ )･*♡,đỏ mặt
(๑°꒵°๑),đỏ mặt
(๑°꒵°๑)(๑°꒵°๑),đỏ mặt
(๑°꒵°๑)･*♡,đỏ mặt
(๑´ 艸 `)(˘ε˘❀),hoa
(๑´.̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̨̨̨̨̨̨̨̨̨̨̨̨.̸̸̨̨` ๑),đỏ mặt
(๑´.̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̨̨̨̨̨̨̨̨̨̨̨̨.̸̸̨̨`๑),đỏ mặt
(๑´o∀o),đỏ mặt
(๑´o∀o｀),đỏ mặt
(๑´o◡o)っ♥,trái tim
(๑´o◡ᴖ)っ♥,trái tim
(๑´°\\ᴗ\\°`),đỏ mặt
(๑´Ő∀Ő)っ♥,trái tim
(๑´˘ З(≧◡≦✿),hoa
(๑´˘ З(≧◡≦✿)♥,hoa
(๑´˘\\ᴗ\\˘`),đỏ mặt
(๑´˘\\∇\\˘`),đỏ mặt
(๑´˘\\◡\\˘)♥,đỏ mặt
(๑´˘\\◡\\˘`),đỏ mặt
(๑´˘\\◡\\˘`)(˃́◡˂̀🌸),hoa
(๑´˘\\◡\\˘`)🌸,hoa
(๑´˘♡˘),trái tim
(๑´з(ε｀),hôn
(๑´з<),nháy mắt
(๑´ლ`๑),đỏ mặt
(๑´ლ`๑)ﾌﾌ♡,đỏ mặt
(๑´ᗜ`),mỉm cười
(๑´ᗜ´),mỉm cười
(๑´ᴖ∀ᴖ)っ♥,trái tim
(๑´ᴖ◡ᴖ)っ♥,trái tim
(๑´• .̫ •ू`๑),đỏ mặt
(๑´• .̫ •ू`๑)💓,đỏ mặt
(๑´• U •`)•͡ᴥ•๑ʔ,con gấu
(๑´• ᴥ •`)🌙,chó
(๑´• ₃ •̀๑),đỏ mặt
(๑´•.̫ • `๑),đỏ mặt
(๑´•̥̥̥-•̥̥̥`),khóc
(๑´•̥̥̥_•̥̥̥`),buồn
