emoticon_code,description,emoticon_type
(ᕥꔸᴥꔸ)ᕥ,chó,kaomoji
(ᕥꔸᴥꔸ)ᕥ❤️,chó,kaomoji
(ᕥꔸᴥꔸ)ᕥ🌸,chó,kaomoji
(ᕥꔸᴥꔸ)ᕥ🍎,chó,kaomoji
(ᕥꔸᴥꔸ)ᕥ🍏,chó,kaomoji
(ᕥ￫ヮ￩)ᕥʕoﻌo๑ʔ,con gấu,kaomoji
(ᕥ￫ヮ￩)ᕥʕᵔﻌᵔ๑ʔ,con gấu,kaomoji
(ᕦ๏~๏)ᕥ,uốn cong,kaomoji
(ᗒ  ᗨ  ᗕ),mỉm cười,kaomoji
(ᗒ . ᗕ)╭∩╮,ngón giữa,kaomoji
(ᗒ ʖ̯ᗕ)━☆ﾟ.*･｡ﾟ,đũa,kaomoji
(ᗒ ͜ʖ0)━☆ﾟ.*･｡ﾟᑫ ͡ಥ‸ ͡ಥᑷ,lenny,kaomoji
(ᗒ ͜ʖᗕ)━☆ﾟ.*･｡ﾟ,lenny,kaomoji
(ᗒ ͜ʖᗕ)━☆ﾟ.*･｡ﾟᑫ ͡ಥ‸ ͡ಥᑷ,lenny,kaomoji
(ᗒ ᗣ ᗕ),chim,kaomoji
(ᗒ ᗨ ᗕ),mỉm cười,kaomoji
(ᗒ ᗨᗕ),mỉm cười,kaomoji
(ᗒ ᗩ ᗕ),buồn,kaomoji
(ᗒ!ᗕ)━☆ﾟ.*･｡ﾟ,sự tức giận,kaomoji
"(ᗒ,ᗕ)╭∩╮",ngón giữa,kaomoji
(ᗒ.ᗕ)╭∩╮,ngón giữa,kaomoji
(ᗒ//ᗣ//ᗕ),đỏ mặt,kaomoji
(ᗒUᗕ)╭∩╮,ngón giữa,kaomoji
(ᗒ_ᗕ)╭∩╮,ngón giữa,kaomoji
(ᗒ_ᗕຈ),sự tức giận,kaomoji
(ᗒnᗕຈ),sự tức giận,kaomoji
(ᗒoᗕ)╭∩╮,ngón giữa,kaomoji
(ᗒvᗕ)╭∩╮,ngón giữa,kaomoji
(ᗒωᗕ)━☆ﾟ.*･｡ﾟ(･ω･o),đũa,kaomoji
(ᗒωᗕ)━☆ﾟ.*･｡ﾟ(･∀･o),đũa,kaomoji
(ᗒДᗕ)[◍o◎],sự tức giận,kaomoji
(ᗒДᗕ)[◍‿◎],robot,kaomoji
(ᗒᏬᗕ) ˡ̵˖✮⃛,sự tức giận,kaomoji
(ᗒᗊᗕ),sự tức giận,kaomoji
(ᗒᗜᗕ)՛̵̖,hào hứng,kaomoji
(ᗒᗣᗕ),sự tức giận,kaomoji
(ᗒᗣᗕ) ՞,sự tức giận,kaomoji
(ᗒᗣᗕ)՞,sự tức giận,kaomoji
(ᗒᗨᗕ),con mèo,kaomoji
(ᗒᗩᗕ),sự tức giận,kaomoji
(ᗒᗩᗕ) ՞,chim,kaomoji
(ᗒᗩᗕ)՞,sự tức giận,kaomoji
(ᗒᴗᗕຈ),sự tức giận,kaomoji
(ᗒ‸ᗕ)╭∩╮,ngón giữa,kaomoji
(ᗒ‿ᗕ)━☆ﾟ.*･｡ﾟ(･∀･o),đũa,kaomoji
(ᗒ‿ᗕ)╭∩╮,ngón giữa,kaomoji
(ᗒ‿‿ᗕ)━☆ﾟ.*･｡ﾟ,đũa,kaomoji
(ᗒ‿‿ᗕ)━☆ﾟ.*･｡ﾟ(･∀･o),đũa,kaomoji
(ᗒ∀ᗕ)━☆ﾟ.*･｡ﾟ,đũa,kaomoji
(ᗒ⍘ᗕ),sự tức giận,kaomoji
(ᗒ⍘ᗕ)╭∩╮,ngón giữa,kaomoji
(ᗒ□ᗕ)━☆ﾟ.*･｡ﾟ,sự tức giận,kaomoji
(ᗒ▽ᗕຈ),hào hứng,kaomoji
(ᗒ▾ᗕ)╭∩╮,ngón giữa,kaomoji
(ᗒ。ᗕຈ),sự tức giận,kaomoji
(ᗒ人ᗕ),sự tức giận,kaomoji
(ᗒ人ᗕO),sự tức giận,kaomoji
(ᗒ人ᗕo),sự tức giận,kaomoji
(ᗒ人ᗕຈ),sự tức giận,kaomoji
(ᗒ益ᗕ)՞,sự tức giận,kaomoji
(ᗒ︿ᗕ),sự tức giận,kaomoji
(ᗒ︿ᗕo),sự tức giận,kaomoji
(ᗒ︿ᗕຈ),sự tức giận,kaomoji
(ᗒ︿ᗕ・),sự tức giận,kaomoji
(ᴓᴈᴓ),hôn,kaomoji
(ᴖ . ᴖ)♡,trái tim,kaomoji
(ᴖ .ᴖ❀)❤,hoa,kaomoji
(ᴖ .ᴖ❀)❤(`˘ε˘`๑),hoa,kaomoji
(ᴖ ᴈ ᴖ)☆,hôn,kaomoji
(ᴖ ᴈᴖ)☆,hôn,kaomoji
(ᴖ.ᴖ❀)❤,hoa,kaomoji
(ᴖ////ᴖ),đỏ mặt,kaomoji
(ᴖ////ᴖ)♪,đỏ mặt,kaomoji
(ᴖ//◡//ᴖ)♪,đỏ mặt,kaomoji
(ᴖ3ᴖ)(^ε ^○),hôn,kaomoji
(ᴖ3ᴖ)(ᴖ◡ᴖ),mỉm cười,kaomoji
(ᴖ3ᴖ)☆,hôn,kaomoji
(ᴖ3ᴖ)♡,trái tim,kaomoji
(ᴖ3ᴖ)♥,trái tim,kaomoji
(ᴖ3ᴖ)♥(ᴖ◡ᴖ),trái tim,kaomoji
(ᴖ3ᴖ)♥(ᴖ◡ᴖ❤),trái tim,kaomoji
(ᴖoᴖ)︻╦╤─,súng,kaomoji
(ᴖ³ᴖ)(ᴖ◡ᴖ),hôn,kaomoji
(ᴖᗜᴖ)ฅ(･㉨･ﾐ),con mèo,kaomoji
(ᴖᴈᴖ)☆,hôn,kaomoji
(ᴖ∀ᴖ)♡,trái tim,kaomoji
(ᴖ◡ᴖ)/♥,trái tim,kaomoji
(ᴖ◡ᴖ)♪,âm nhạc,kaomoji
(ᴖ◡ᴖ๑)♪,âm nhạc,kaomoji
(ᴖ◡ᴖ❤),trái tim,kaomoji
(ᴗ ͜ʖ ᴗ),lenny,kaomoji
(ᴗ*ᴥ*),chó,kaomoji
(ᴗ*•̀ᴥ•́),chó,kaomoji
(ᴗ*•́ᴥ•̀),chó,kaomoji
(ᴗ.ᴗ)💤,ngủ,kaomoji
(ᴗ>ᴥ<)❤️,chó,kaomoji
(ᴗTᴥT)❤️,chó,kaomoji
(ᴗYᴥY)❤️,chó,kaomoji
(ᴗ^ᴥ^),chó,kaomoji
(ᴗ^ᴥ●),chó,kaomoji
(ᴗoﻌo)(∀｀人●),chó,kaomoji
(ᴗo･ﻌ･)(∀｀人●),chó,kaomoji
(ᴗuᴥu),chó,kaomoji
(ᴗuᴥu)❤️,chó,kaomoji
(ᴗ°ᴥ°),chó,kaomoji
(ᴗ°ﻌ°),chó,kaomoji
(ᴗ°ﻌ°).•♥,chó,kaomoji
(ᴗ°ﻌᵔ).•♥,chó,kaomoji
(ᴗ´•ᴥ•),chó,kaomoji
(ᴗ´•ᴥ•`),chó,kaomoji
(ᴗ´•ᴥ•`)(˘ε˘ʃƪ ),chó,kaomoji
(ᴗ´•ᴥ•`)(●ᴥ●∪),chó,kaomoji
(ᴗ´●ᴥ●`)(●ᴥ●๑▽),chó,kaomoji
(ᴗ´●ᴥ●`)(●ᴥ●∪),chó,kaomoji
(ᴗ´●ᴥ●`)(●ᴥ●▼),chó,kaomoji
(ᴗóᴥò)*✲⋆.,chó,kaomoji
(ᴗɵ̥̥ᴥɵ̥̥),chó,kaomoji
(ᴗ˖ᴥ˖),chó,kaomoji
(ᴗ˘ᴥ˘),chó,kaomoji
(ᴗ˳ᴗ)>c[_],uống,kaomoji
(ᴗωᴗ)━☆ﾟ.*･｡ﾟ,đũa,kaomoji
(ᴗ๏ᴥ๏),chó,kaomoji
(ᴗ๑ᴥ๑),chó,kaomoji
(ᴗᎲᴗ),koala,kaomoji
(ᴗᎲᴗ)╭∩╮,koala,kaomoji
(ᴗᎲᴗO),koala,kaomoji
(ᴗᵔᴥᵔ),chó,kaomoji
(ᴗᵔﻌᵔ).•♥,chó,kaomoji
(ᴗ’ᴥᵔ),nháy mắt,kaomoji
(ᴗ’ᴥ’),chó,kaomoji
(ᴗ•̀ᴥ•́),chó,kaomoji
(ᴗ•̀ᴥ•́)(•̀ᴥ•́ᴗ),chó,kaomoji
(ᴗ•́ᴥ•̀),chó,kaomoji
(ᴗ•ᴥ•),chó,kaomoji
(ᴗ•ᴥ•)(˘ε˘ʃƪ),chó,kaomoji
(ᴗ•ᴥ•)(◕ᴥ◕),chó,kaomoji
(ᴗ•ᴥ•)(◕ᴥ◕U),chó,kaomoji
(ᴗ•ᴥ•)♥,chó,kaomoji
(ᴗ•ᴥ•`),chó,kaomoji
(ᴗ•ᴥ•`)(ºัᗜºั✿),chó,kaomoji
(ᴗ•ᴥ•`)(ᵔ/ᴥ/ᵔU),chó,kaomoji
(ᴗ•ᴥ•`)ᕦ(˵ ͡~ . ͡◕ฺ˵)ᕥ,chó,kaomoji
(ᴗ•ᴥ•`)ᕦ(˵ ͡~ U ͡◕ฺ˵)ᕥ,uốn cong,kaomoji
(ᴗ⋆ᴥ⋆),chó,kaomoji
(ᴗ╹ﻌ╹)(∀｀人●),chó,kaomoji
(ᴗ●ᴥ●),chó,kaomoji
(ᴗ●ᴥ●)❤️,chó,kaomoji
(ᴗ●ᴥ●)❤️(●ᴥ●ᴗ),chó,kaomoji
(ᴗ●ﻌ●)(∀｀人●),chó,kaomoji
(ᴗ◐ᴥ◑),chó,kaomoji
(ᴗ◑ᴥ◐),chó,kaomoji
(ᴗ◑ᴥ◑),chó,kaomoji
(ᴗ◕ﻌ◕)(∀｀人),chó,kaomoji
(ᴗ◕ﻌ◕)(∀｀人●),chó,kaomoji
(ᴗ◞ ᴗ)zZ,ngủ,kaomoji
(ᴗ◞ ᴗ)zZ[☼,ngủ,kaomoji
(ᴗ◞ ᴗ)zZ☼,ngủ,kaomoji
(ᴗ◠ﻌ◕)(∀｀人●),chó,kaomoji
(ᴗ◠ﻌ◠)(∀●人),chó,kaomoji
(ᴗ◠ﻌ◠)(∀｀人),chó,kaomoji
(ᴗ★ᴥ★),chó,kaomoji
(ᴗ☆ᴥ☆),chó,kaomoji
(ᴗ♡ᴥ♡),chó,kaomoji
(ᴗ♥ᴥ♥),chó,kaomoji
(ᴗ✧ᴥ✧),chó,kaomoji
(ᴗ✪ᴥ✪),chó,kaomoji
(ᴗ❍ᴥ❍),chó,kaomoji
(ᴗ❤ᴥ❤),chó,kaomoji
(ᴗ･ﻌ･),chó,kaomoji
(ᴗ･ﻌ･)(∀｀人●),chó,kaomoji
(ᴗ･ﻌ･)♫♩♪,chó,kaomoji
(ᴗ･ﻌ･)♫♩♪⋆* ⁑⋆*,âm nhạc,kaomoji
(ᴗ･ﻌ･)♫♬♩♪,chó,kaomoji
(ᴗ･ﻌ･)♬,âm nhạc,kaomoji
(ᴗ･ﻌ･)♬♩♪,âm nhạc,kaomoji
(ᵋꈊᵋ),hôn,kaomoji
(ᵒ ᵕ ᵒ),mỉm cười,kaomoji
(ᵒ.ᵒ🌸),hoa,kaomoji
(ᵒ//◡//ᵒ✿),hoa,kaomoji
(ᵒ0ᵒ✿),hoa,kaomoji
(ᵒoᵒ✿),hoa,kaomoji
(ᵒ˵ᗜ˵ᵒ🌸),hoa,kaomoji
(ᵒ˵ᵕ˵ᵒ🌸),hoa,kaomoji
(ᵒ˵∀˵ᵒ🌸),hoa,kaomoji
(ᵒ˵∇˵ᵒ🌸),hoa,kaomoji
(ᵒ˵▽˵ᵒ🌸),hoa,kaomoji
(ᵒ˵▿˵ᵒ🌸),hoa,kaomoji
(ᵒ˵◡˵ᵒ🌸),hoa,kaomoji
(ᵒ˵ワ˵ᵒ🌸),hoa,kaomoji
(ᵒ˵ꇴ ˵ᵒ🌸),hoa,kaomoji
(ᵒ˵ꇴ˵ᵒ🌸),hoa,kaomoji
(ᵒ̤̑ ₀̑ ᵒ̤̑ )wow!*✰,ngạc nhiên,kaomoji
(ᵒ̤̑ ₀̑ ᵒ̤̑) wow!*✰,ngạc nhiên,kaomoji
(ᵒ̴̶̷̤ /ᴥ/ᵒ̴̶̷̤ ✿),chó,kaomoji
(ᵒ̴̶̷̤ /ᴥ/ᵒ̴̶̷̤ ❁),chó,kaomoji
(ᵒ̴̶̷̤ ﻌ ᵒ̴̶̷̤ =),con mèo,western
(ᵒ̴̶̷̥́ ▽ᵒ̴̶̷̥́ ),mỉm cười,kaomoji
(ᵒ̴̶̷᷄ωᵒ̴̶̷᷅⊞ོॢ)fෆr yෆu⋆*⋆✩,sinh nhật,kaomoji
(ᵒ̴̶̷ꈊ˂̤),mỉm cười,kaomoji
(ᵒ̴̶̷ꈊᵒ̴̶̷),con mèo,kaomoji
(ᵒ͈̑ ᴗ̂ᵒ͈̑ ),đỏ mặt,kaomoji
(ᵒ͈̑ᴗ̂ᵒ͈̑ ),đỏ mặt,kaomoji
(ᵒ͈̑ᴗᵒ͈̑ ),đỏ mặt,kaomoji
(ᵒω˵ᵒ🌸),hoa,kaomoji
(ᵒωᵒ🌸),hoa,kaomoji
(ᵒᗜᵒ🌸),hoa,kaomoji
(ᵒᵕᵒ✿),hoa,kaomoji
(ᵒᵕᵒ❁),hoa,kaomoji
(ᵒ‿ᵒ),mỉm cười,kaomoji
(ᵒ‿ᵒ✾),hoa,kaomoji
(ᵒ‿ᵒ✿),hoa,kaomoji
(ᵒ∀ᵒ˵),đỏ mặt,kaomoji
(ᵒ∀ᵒ˵❁),hoa,kaomoji
(ᵒ∀ᵒ❁),hoa,kaomoji
(ᵒ◡˵ᵒ🌸),hoa,kaomoji
(ᵒ◡ᵒ๑),đỏ mặt,kaomoji
(ᵒ◡ᵒ✿),hoa,kaomoji
(ᵒ◡ᵒ🌸),hoa,kaomoji
(ᵒワᵒ🌸),hoa,kaomoji
(ᵔ ͜ʖᵔ),lenny,kaomoji
(ᵔ ͟ل͜ᵔ)╭∩╮,ngón giữa,kaomoji
(ᵔ(ｴ)ᵔ✿),con gấu,kaomoji
(ᵔ.ᵔ),đỏ mặt,kaomoji
(ᵔ//ᴥ//ᵔ),đỏ mặt,kaomoji
(ᵔ//ᴥ//ᵔU),chó,kaomoji
(ᵔ//ᴥ//ᵔU)💗,chó,kaomoji
(ᵔ//ᴥ//ᵔo),chó,kaomoji
(ᵔ//ᴥ//•U),chó,kaomoji
(ᵔ/ᴥ//ᵔU),chó,kaomoji
(ᵔ/ᴥ/ᵔ)(˘ε˘ʃƪ),hôn,kaomoji
(ᵔ/ᴥ/ᵔU),chó,kaomoji
(ᵔ/ᴥ/ᵔU)(˘ε˘ʃƪ),chó,kaomoji
(ᵔUᵔ❀),hoa,kaomoji
(ᵔUᵔ❀)(◕㉨◕✿ ),con gấu,kaomoji
(ᵔUᵔ❀)ʕ•́ ᴥ •̀๑ʔ,con gấu,kaomoji
(ᵔل͜ᵔ)╭∩╮,ngón giữa,kaomoji
(ᵔᆽᵔ)♥,con mèo,kaomoji
(ᵔᴥoU),chó,kaomoji
(ᵔᴥo✿),koala,kaomoji
(ᵔᴥᵔ ),chó,kaomoji
(ᵔᴥᵔ),niêm phong,kaomoji
(ᵔᴥᵔ)\(•̀ᵕ•́),koala,kaomoji
(ᵔᴥᵔ)♥,trái tim,kaomoji
(ᵔᴥᵔ*),niêm phong,kaomoji
(ᵔᴥᵔU),chó,kaomoji
(ᵔᴥᵔU)／(≧ x ≦)＼,chó,kaomoji
(ᵔᴥᵔU)💗,chó,kaomoji
(ᵔᴥᵔoU),chó,kaomoji
(ᵔᴥᵔ▽)ﾉ,chó,kaomoji
(ᵔᴥᵔ✿),koala,kaomoji
(ᵔᴥᵔ❁),chó,kaomoji
(ᵔᴥ☆❁),chó,kaomoji
(ᵔ◡ᵔ),mỉm cười,kaomoji
(ᵔ㉨ᵔ(≧ᴗ≦ .),con gấu,kaomoji
(ᵔ㉨ᵔo)♥(ꈍ⌣ꈍ🌸),con gấu,kaomoji
(ᵔ㉨ᵔ✿),con gấu,kaomoji
(ᵔꈊ’)ෆ,nháy mắt,kaomoji
(ᵔﻌᵔ)(^ω^˶)♡,chó,kaomoji
(ᵔﻌᵔ)(^ᴗ^˶)♡,chó,kaomoji
(ᵔﻌᵔ)(❛ω❛˶) ♡,chó,kaomoji
(ᵔﻌᵔ)(❛ω❛˶)♡,chó,kaomoji
(ᵔﻌᵔU),chó,kaomoji
(ᵔﻌᵔ❀),hoa,kaomoji
(ᵔﻌ●u),chó,kaomoji
(ᵔﻌ●❀),koala,kaomoji
(ᵔﻌ◕U),chó,kaomoji
(ᵔﻌ◕u),chó,kaomoji
(ᵔ𐃔ᵔ),đỏ mặt,kaomoji
(ᵕ ૩(ᵕωᵕ`),hôn,kaomoji
(ᵕ ૩(･ω･`),hôn,kaomoji
(ᵕ//ω//ᵕ)(╹ᵕ╹✿)♥,hoa,kaomoji
(ᵕ//ω//ᵕ)♥,đỏ mặt,kaomoji
(ᵕ//ᴗ//ᵕ),đỏ mặt,kaomoji
(ᵕ3ᵕ(ˆ▽ˆ),hôn,kaomoji
(ᵕ3ᵕ(ˆ◡ˆ),hôn,kaomoji
(ᵕ3ᵕ)(ˆ◡ˆ),hôn,kaomoji
(ᵕ˵ ૩(>ω<`),đỏ mặt,kaomoji
(ᵕ˵ ૩(>ω<✿),hoa,kaomoji
(ᵕ˵ ૩(>∇<✿),hoa,kaomoji
(ᵕ˵ ૩(ᵕωᵕ`),đỏ mặt,kaomoji
(ᵕ˵ ૩(◕ω◕`✿),hoa,kaomoji
(ᵕ˵ ૩(✿･ิω･ิ)♥,hoa,kaomoji
(ᵕ˵ ૩˵ᵕ)━☆ﾟ*･｡ﾟ,đỏ mặt,kaomoji
(ᵕ˵ ૩˵ᵕ)━☆ﾟ.*･｡ﾟ,đỏ mặt,kaomoji
(ᵕ˵ ૩˵ᵕ)━☆ﾟ☆ﾟ.*(◕ヮ◕✿),hoa,kaomoji
(ᵕ˵ ૩ᵕ)━☆ﾟ.*･｡ﾟ,đỏ mặt,kaomoji
(ᵕ˵.˵ᵕ)━☆ﾟ.*･｡ﾟ,đỏ mặt,kaomoji
(ᵕ˵3˵ᵕ)━☆ﾟ.*･｡ﾟ,đỏ mặt,kaomoji
(ᵕ˵U˵ᵕ)━☆ﾟ.*･｡ﾟ,đỏ mặt,kaomoji
(ᵕ˵o˵ᵕ),đỏ mặt,kaomoji
(ᵕ˵ᵕ),đỏ mặt,kaomoji
(ᵕ˵‿˵ᵕ),đỏ mặt,kaomoji
(ᵕ˵◡˵ᵕ)━☆ﾟ.*･｡ﾟ,đỏ mặt,kaomoji
(ᵕ˵◡ᵕ)━☆ﾟ.*･｡ﾟ,đỏ mặt,kaomoji
(ᵕ̣̣̣̣̣ ہ ᵕ̣̣̣̣̣̣ ✿),hoa,kaomoji
(ᵕ̣̣̣̣̣̣ _ ᵕ̣̣̣̣̣̣),khóc,kaomoji
(ᵕ̣̣̣̣̣̣ ∩ ᵕ̣̣̣̣̣̣),khóc,kaomoji
(ᵕ̣̣̣̣̣̣ 。 ᵕ̣̣̣̣̣̣),khóc,kaomoji
"(ᵕ̣̣̣̣̣̣,ᵕ̣̣̣̣̣̣)",khóc,kaomoji
(ᵕ̣̣̣̣̣̣. ᵕ̣̣̣̣̣̣),khóc,kaomoji
(ᵕ̣̣̣̣̣̣. ᵕ̣̣̣̣̣̣)( ´•̥̥̥‸•̥̥̥` ),buồn,kaomoji
(ᵕ̣̣̣̣̣̣.ᵕ̣̣̣̣̣̣),khóc,kaomoji
(ᵕ̣̣̣̣̣̣//ω//ᵕ̣̣̣̣̣̣),đỏ mặt,kaomoji
(ᵕ̣̣̣̣̣̣_ ᵕ̣̣̣̣̣̣),khóc,kaomoji
(ᵕ̣̣̣̣̣̣_ᵕ̣̣̣̣̣̣),buồn,kaomoji
(ᵕ̣̣̣̣̣̣_ᵕ̣̣̣̣̣̣๑✿),hoa,kaomoji
(ᵕ̣̣̣̣̣̣_ᵕ̣̣̣̣̣̣✿),hoa,kaomoji
(ᵕ̣̣̣̣̣̣nᵕ̣̣̣̣̣̣✿),hoa,kaomoji
(ᵕ̣̣̣̣̣̣ωᵕ̣̣̣̣̣̣),khóc,kaomoji
(ᵕ̣̣̣̣̣̣дᵕ̣̣̣̣̣̣✿),hoa,kaomoji
(ᵕ̣̣̣̣̣̣∀ ᵕ̣̣̣̣̣̣),khóc,kaomoji
(ᵕ̣̣̣̣̣̣∀ᵕ̣̣̣̣̣̣),khóc,kaomoji
(ᵕ̣̣̣̣̣̣∀ᵕ̣̣̣̣̣̣✿),hoa,kaomoji
(ᵕ̣̣̣̣̣̣∩ᵕ̣̣̣̣̣̣ ),buồn,kaomoji
(ᵕ̣̣̣̣̣̣∩ᵕ̣̣̣̣̣̣),buồn,kaomoji
(ᵕ̣̣̣̣̣̣◅ᵕ̣̣̣̣̣̣✿),hoa,kaomoji
(ᵕ̣̣̣̣̣̣◞ω◟ᵕ̣̣̣̣̣̣),khóc,kaomoji
(ᵕ̣̣̣̣̣̣◞ω◟ᵕ̣̣̣̣̣̣o),khóc,kaomoji
(ᵕ̣̣̣̣̣̣︹ᵕ̣̣̣̣̣̣๑✿),hoa,kaomoji
(ᵕ̣̣̣̣̣̣︹ᵕ̣̣̣̣̣̣๑＊),khóc,kaomoji
(ᵕ̣̣̣̣̣̣︹ᵕ̣̣̣̣̣̣✿),hoa,kaomoji
(ᵕ̣̣̣̣̣̣︹ᵕ̣̣̣̣̣̣＊),buồn,kaomoji
(ᵕ̣̣̣̣̣̣﹏ᵕ̣̣̣̣̣̣ ),khóc,kaomoji
(ᵕ̣̣̣̣̣̣﹏ᵕ̣̣̣̣̣̣),khóc,kaomoji
(ᵕ̣̣̣̣̣̣﹏ᵕ̣̣̣̣̣̣)( 〒﹏〒),khóc,kaomoji
(ᵕ̣̣̣̣̣̣﹏ᵕ̣̣̣̣̣̣)(ɵ̥̥‸ɵ̥̥๑),khóc,kaomoji
(ᵕ̣̣̣̣̣̣﹏ᵕ̣̣̣̣̣̣)ผ(•̀_•́ผ),khóc,kaomoji
(ᵕ̣̣̣̣̣̣﹏ᵕ̣̣̣̣̣̣๑＊),khóc,kaomoji
(ᵕ̣̣̣̣̣̣﹏ᵕ̣̣̣̣̣̣✿),hoa,kaomoji
(ᵕεᵕ-˶),đỏ mặt,kaomoji
(ᵕзᵕ(˃͈ε˂͈),đỏ mặt,kaomoji
(ᵕ૩°)৴♡* ৹,trái tim,kaomoji
(ᵕ૩ᵕ)৴♡* ৹,trái tim,kaomoji
(ᵕᴗᵕc),mỉm cười,kaomoji
(ᵕ⌓ᵕ̤),buồn,kaomoji
(ᵕꈊᵕ),mỉm cười,kaomoji
(ᵕ｡ᵕ✿)💤,hoa,kaomoji
(ᵕ｡ᵕ🌸)💤,hoa,kaomoji
(ᵟຶᴖᵟຶ )⁼³₌₃,đang chạy,kaomoji
(ὀᴥὀ)ฅ(`ᴥ`❁)ฅ,hoa,kaomoji
(ὀᴥὀU),chó,kaomoji
(ὀᴥὀU)ฅ(`ᴥ`❁)ฅ,chó,kaomoji
(ὀ⌓ὀ⑅),ngạc nhiên,kaomoji
(ὃ⍜ὅ),chú hề,kaomoji
(῭̩̩̩̥ꄗ ΅̩̩̩̥),khóc,kaomoji
(῭̩̩̩̥ꄗ΅̩̩̩̥),khóc,kaomoji
( ்ꈊ ்),mỉm cười,kaomoji
(‘ -‘ *ゞ,salute_wave,kaomoji
(‘ ε’),hôn,kaomoji
(‘ – ‘ *)ゞ,salute_wave,kaomoji
(‘ ∀’●)♡,trái tim,kaomoji
(‘-‘*)ゞ,salute_wave,kaomoji
(‘-’ *),đỏ mặt,kaomoji
(‘-’*),đỏ mặt,kaomoji
(‘A`(爻)゜∀゜),trận đánh,kaomoji
(‘A`),buồn,kaomoji
(‘U‘✿),hoa,kaomoji
(‘U‘✿)♥,hoa,kaomoji
(‘U‘✿)♥⋆(❛ε❛ ),hoa,kaomoji
(‘ºل͟º)ノ⌒. ̿̿ ̿̿ ̿’̿’̵͇̿̿з=༼ ▀̿̿Ĺ̯̿̿▀̿ ̿ ༽,súng,kaomoji
(‘ε’),hôn,kaomoji
(‘εﾟ人)*.゜,hôn,kaomoji
(‘ω^✿),hoa,kaomoji
(‘ω‘✿),hoa,kaomoji
(‘౪’(`౪´ (^౪^(´･౪･`)´౪`)°౪°)-౪-),sự tức giận,kaomoji
(‘౪’(`౪´(^౪^(´･౪･`)´౪`)°౪°)-౪-),sự tức giận,kaomoji
(‘•̀ ▽ •́ )φ,viết,kaomoji
(‘•̀ ▽ •́ )✎,viết,kaomoji
(‘‿‘✿)♥⋆(❛ε❛ ),hoa,kaomoji
(‘∀`)ゝ”,salute_wave,kaomoji
(‘∀`)ゞ,salute_wave,kaomoji
(‘∀’● )♡,giáng sinh,kaomoji
(‘∀’●)♡,trái tim,kaomoji
(‘∇^),mỉm cười,kaomoji
(‘∇^*),nháy mắt,kaomoji
(‘∇^d),ngón tay cái_up,kaomoji
(‘∇^✿),hoa,kaomoji
(‘▿’ʃʃ,mỉm cười,kaomoji
(‘▿’ʃʃ),mỉm cười,kaomoji
(‘ー’*)ゞ,salute_wave,kaomoji
(’ ⌣ ˉ✿),hoa,kaomoji
(’ ⌣ ˉ✿)♡,hoa,kaomoji
(’ 益’),sự tức giận,kaomoji
(’////ˉ✿),hoa,kaomoji
(’//ᴗ//ˉ✿),hoa,kaomoji
(’U’✿),hoa,kaomoji
(’oUo✿),hoa,kaomoji
(’ω’ ⊃ )⊃三二一,đang chạy,kaomoji
(’ω’ ⊃)⊃,đang chạy,kaomoji
(’ω’ ⊃)⊃三二一,đang chạy,kaomoji
(’ω’)⊃✿,hoa,kaomoji
(’ω’✿),hoa,kaomoji
(’ᆽ’●)♡,con mèo,kaomoji
(’ᴗˉ✿),hoa,kaomoji
(’ᴗˉ✿)♡,hoa,kaomoji
(’ᴗˉ✿)♡(❛◡❛`),hoa,kaomoji
(’ᴗˉ✿)♡♡(❛◡❛`),hoa,kaomoji
(’ᴗ’✿),hoa,kaomoji
(’◡ˉ)♡(❛◡❛`),trái tim,kaomoji
(’◡ˉ✿)♡(❛◡❛`),hoa,kaomoji
(’◡’✿),hoa,kaomoji
(’益’),sự tức giận,kaomoji
(’ꇴ’✿),hoa,kaomoji
(’ꈊ’),mỉm cười,kaomoji
(“⌒∇⌒”),mỉm cười,kaomoji
(”)(”),con thỏ,kaomoji
(„ಡωಡ„),đỏ mặt,kaomoji
(„ᵕᴗᵕ„),mỉm cười,kaomoji
(„• ᴗ •„),mỉm cười,kaomoji
(‡ ▼ 益▼),kính,kaomoji
(‡ ▼益▼),kính,kaomoji
(‡ಠ╭╮ಠ),sự tức giận,kaomoji
(‡▼益▼ ),kính,kaomoji
(‡▼益▼),kính,kaomoji
(•  ‿  •),mỉm cười,kaomoji
(• - •) ⌐,tiền bạc,kaomoji
(• U •)(●ᴥ●▼),chó,kaomoji
(• U •🌸),hoa,kaomoji
(• U •🌸)💗,hoa,kaomoji
(• `_´ •),sự tức giận,kaomoji
(• ̀ᴗ • ́) و ̑̑,mỉm cười,kaomoji
(• ͡˘ _ • ͡˘) ノ ð,đề xuất,kaomoji
(• З(˘◡˘♥),trái tim,kaomoji
(• З(•ε•❀),hoa,kaomoji
(• ᴗ •✿),hoa,kaomoji
(• ᴗ •🌸),hoa,kaomoji
(• ᵕ <✿),hoa,kaomoji
(• ᵕ•๑),mỉm cười,kaomoji
(• ‿ •),mỉm cười,kaomoji
(• ⊙ω⊙ •)(•ᴗ•๑),mỉm cười,kaomoji
(• ⌣ •),mỉm cười,kaomoji
(• ⌣ •❀),hoa,kaomoji
(• ⌣•❀),hoa,kaomoji
(• ◡ •)/,mỉm cười,kaomoji
